07/21/2008 11:47 AM,rdRqSvtd,83.781639,MMMHHHHHMHHMM
06/04/2008 06:47 AM,DUvpYhB3,60.812309,HMMMMHMMHMHHH
09/06/2008 10:30 AM,smrS06t7,67.747646,MMHMHHHMMMMMM
10/08/2008 07:27 AM,hFEMFRIw,64.628883,MHMHMHHHHHHHM
10/29/2008 08:12 AM,z76GxbQE,69.660527,HMHMMHMMHMMHM
04/18/2008 02:25 AM,l9IHy7n7,52.463541,HHHHHHHHHHHHM
04/08/2008 11:49 AM,o42J81rB,73.147064,MHMMMMHHHMHMM
12/13/2008 06:45 AM,dycxHZfu,66.805963,MMHMHMMMHMMMH
08/08/2008 07:33 PM,5femg93Y,77.388476,HMMHHHMMHMMHH
10/21/2008 04:20 AM,7yGi8ltH,47.382138,MHHMMMMHMHMHM
09/27/2008 10:25 PM,whsYh0ak,75.078738,HHHHMHHMMHHMH
09/17/2008 08:33 AM,rosRfBlY,68.844929,MHMHHHHMMHHMH
10/11/2008 10:18 PM,lsAeQtFn,65.691479,MHHMMHMHHMMMM
07/04/2008 11:18 PM,q65q2FM0,91.388481,MMMHHMMMHHHHH
08/20/2008 05:10 AM,1DBbLCC3,55.486609,HHHMHMHMHMMHH
09/07/2008 07:10 AM,F1klv9Bk,87.864633,HHMHHHMHHHMMH
03/13/2008 12:14 PM,xkgnk8lm,74.458076,HMMHHMMHHHHMH
09/26/2008 05:08 PM,dIPVqVV5,69.139639,HMMMHHMHMHMMM
06/04/2008 01:43 PM,CA9vxLOP,86.892902,HMMHHHHHMMMHM
04/02/2008 08:51 PM,1a5hwRv4,60.835598,MMHHHMHHHHMMH
01/16/2008 02:30 PM,qTTZZrBr,79.598367,HMHHHMMHMMHHH
02/17/2008 05:18 AM,6QsM4dP2,69.273991,HMHHMHHHHHHMM
01/30/2008 05:30 PM,PitYmLce,48.67584,MMHMMMHHHHHHM
04/20/2008 07:34 PM,QFPJoHCL,71.049413,MHHHHMHMMMHHM
01/20/2008 07:03 AM,IU9UfOBE,68.150051,MMHHMMHHMHHMH
09/20/2008 07:33 PM,4aVmuxUp,60.38862,HMHHHMMMHMHHM
12/11/2008 02:39 AM,fHlxTruA,70.607384,HHMMHMMHHMHMM
04/18/2008 10:32 AM,X0ZCEu98,77.4908,HMHMHHMMMMHMM
06/23/2008 04:55 PM,SbxKVLfg,55.93818,HMHMHMMHHHHHM
09/29/2008 12:10 AM,277NIILn,69.14901,MHMMHHMMHHHHH
08/23/2008 01:27 PM,hsoiwdWL,61.634541,HMMMMHHHMHHHH
03/07/2008 12:38 AM,fwKeKxjh,92.863523,MMMHHMHMMMMHH
02/06/2008 10:59 PM,037aAiht,58.116904,HMHHHHMHMHMHH
04/23/2008 02:44 AM,o9nAhTFn,68.845318,HHMHMHMMHHHHH
04/09/2008 07:37 PM,0Q2dvx0B,63.505814,HHMHMMHMHHMHM
07/05/2008 10:12 AM,OJTgNS9K,54.530915,HMMHMHHHHMMMM
10/20/2008 04:18 PM,4H8is6cq,73.164236,MMHHHMHHHMMHH
06/03/2008 09:59 PM,J1kCQO3n,77.302874,HHMMHHHMHMMHH
04/05/2008 01:47 AM,whWgfOoM,90.14497,HHHMMHHMHHHMM
06/19/2008 06:07 AM,b1ecEzTe,69.132739,MHHHMHHMHHHHH
10/21/2008 08:48 PM,SJrfNcbH,51.043726,HHHHHHMMHHHHH
12/19/2008 10:22 AM,S4dRRL7A,79.31578,MHHMMHHHHHMHM
02/28/2008 10:05 AM,RL0Qqosq,64.885377,HHMHHHMHHHMHH
08/14/2008 10:20 PM,YMvfjZ1m,55.092677,MHHMHMHHHMHHM
02/28/2008 02:47 AM,FSZdYcAY,74.02704,MMMMHMMMMHHHH
09/27/2008 03:07 AM,FfmsHzPK,55.322082,HHHMHMMMMMMHH
