05/15/2008 05:59 PM,uicK8rjd,71.242113,H
06/30/2008 10:32 AM,62DpdCN4,74.17898,M
09/28/2008 10:36 AM,hOhAnN5M,75.808024,M
07/03/2008 07:30 PM,nXOl2IoC,57.099022,M
09/11/2008 09:42 PM,1ZFbAUos,84.957589,M
10/02/2008 05:44 AM,IsiV4awq,51.100339,H
01/19/2008 10:42 AM,1bXk2seK,55.322716,H
06/17/2008 07:14 AM,JvUqDSfB,61.938899,H
06/22/2008 10:16 PM,M4wV9qWQ,59.627201,M
05/14/2008 05:41 AM,KjdU41oQ,75.519535,M
06/23/2008 05:50 AM,0fal5l1I,72.971774,H
12/03/2008 03:53 AM,7xAU1tZn,76.772217,M
01/30/2008 09:17 PM,SKnQ2h8u,57.935165,H
04/11/2008 04:42 AM,KVHhN6NQ,74.295985,M
12/21/2008 11:01 PM,Z7hfaWTI,60.22148,M
02/11/2008 01:06 AM,0bKOoSJJ,74.593317,H
07/25/2008 07:45 AM,ZGzdX7Bs,76.000542,H
03/22/2008 08:40 AM,ZQttnaII,76.249594,H
09/09/2008 09:02 PM,QvSkbsCa,70.898974,M
11/06/2008 03:39 AM,L3vePVrm,74.209458,M
03/02/2008 10:54 PM,ykFn7KiQ,62.726441,H
06/10/2008 10:20 PM,yQX2uzjI,72.157512,H
06/18/2008 06:08 PM,eI38Om2g,73.733709,M
01/28/2008 08:17 AM,54WFU2Ks,67.380011,H
05/03/2008 02:51 PM,YAHynLaM,51.034776,H
10/31/2008 09:04 PM,7oej8E0L,64.479124,M
05/16/2008 07:12 AM,k3e1QzAT,74.753774,H
04/22/2008 05:26 PM,TEMnM7wt,74.365494,M
03/22/2008 07:01 PM,DF6sLzrp,65.02541,M
03/30/2008 03:20 AM,MBwRfBJp,101.038801,M
01/30/2008 05:47 PM,1FLdBPkO,76.576382,H
01/20/2008 07:55 PM,RJ7LOIAJ,88.898132,H
05/18/2008 05:48 PM,cSQXE4ni,81.181672,H
11/14/2008 11:02 AM,77pJKJYO,94.653369,H
07/19/2008 08:13 AM,gsRbpb7F,82.154759,H
09/04/2008 01:46 PM,OMuGC7sB,71.924507,M
07/10/2008 03:33 AM,TxMf9WbF,68.30176,M
01/28/2008 01:02 PM,SlCOMuV8,66.061489,H
01/27/2008 10:46 PM,hwZyENBg,72.618968,M
08/31/2008 12:47 AM,P1ppwD2G,55.939523,H
04/23/2008 10:16 AM,pMQWjXnC,60.397162,H
05/27/2008 05:35 PM,VshffH0U,63.643583,M
02/11/2008 11:12 AM,jSpwBFnx,71.338314,M
04/04/2008 05:22 PM,YWMOSh9t,81.433915,M
05/02/2008 03:54 AM,NgkSau9v,77.680011,M
01/30/2008 09:49 AM,XI8vtvz4,81.983995,M
06/30/2008 04:49 AM,gWoiQL4Y,51.573143,M
09/30/2008 07:01 AM,AqUSRqcr,88.472288,M
12/16/2008 06:54 PM,7LFw4QVh,87.743584,H
03/16/2008 02:51 AM,DuvBQCFU,61.40611,H
04/15/2008 08:02 AM,5zaiC5E2,67.066862,M
01/02/2008 02:23 AM,UU04RzBM,63.589243,H
03/29/2008 06:03 PM,O1Cbe7qF,66.828209,H
08/22/2008 05:46 AM,3YIJOdBO,65.976246,H
11/03/2008 04:37 PM,dbbXmsX1,80.935121,M
04/04/2008 04:14 AM,OgRPxecz,82.607251,M
08/17/2008 11:28 AM,tjdbdAFw,60.509108,H
08/20/2008 10:01 AM,9LFseII4,66.500677,M
09/24/2008 04:30 PM,wv5ivf3M,75.896523,H
09/22/2008 11:31 PM,i9cZ2ePP,79.931724,H
12/22/2008 07:33 PM,PynFl33P,67.968885,H
04/03/2008 06:10 PM,2WU7mC22,77.341284,M
10/01/2008 09:50 PM,FMG1dCRc,69.759282,M
12/29/2008 02:40 PM,XP4DiTRV,78.751475,H
05/27/2008 06:36 PM,Ma88W3O9,63.426526,H
02/22/2008 11:55 AM,Fb0vRme4,95.328387,M
04/18/2008 08:54 PM,c3knt3VV,68.97544,H
03/08/2008 02:32 AM,fRBCAyaO,64.592709,H
02/08/2008 05:25 PM,oXuPBCO0,69.062617,M
05/17/2008 12:52 PM,8Ttop7Cb,79.85695,H
04/30/2008 10:27 PM,np3X6gHt,59.957012,M
06/23/2008 03:50 PM,qqiNcQZt,89.468714,H
06/01/2008 11:47 AM,dUjYZ0bU,71.295854,H
11/02/2008 10:31 PM,VVDMBqYW,61.725931,H
08/17/2008 01:31 AM,9ATwOjT9,72.250553,H
09/20/2008 05:24 AM,6Awrudhi,82.723896,H
05/07/2008 09:28 AM,K98dOrGg,62.544931,H
05/21/2008 12:33 PM,zErHmWLj,57.615515,H
05/17/2008 12:04 AM,jaQ9G2ZO,95.642755,M
02/17/2008 09:48 AM,uoSYQSfd,76.431023,M
05/31/2008 11:29 AM,aQB4h4zF,66.874772,M
03/24/2008 03:43 AM,SxR7bD87,78.284088,M
07/21/2008 08:40 PM,M3yadsEL,64.736358,M
11/26/2008 09:27 AM,2KA6Fzk8,63.930801,M
05/09/2008 06:30 PM,tz6F1hao,66.196239,H
01/29/2008 03:36 AM,8PzK8WXm,67.07247,M
09/03/2008 10:17 AM,TR3eJaHP,70.166148,H
01/11/2008 11:35 PM,km89lnCf,67.941987,M
03/26/2008 09:01 AM,aopynPgP,71.613236,M
09/13/2008 09:49 PM,ypC1YJkr,94.931916,M
06/28/2008 02:26 PM,YqU4E4yt,85.210799,H
12/29/2008 10:31 AM,tATxvQ1w,63.086509,M
11/14/2008 06:43 PM,bFoFmgAl,72.570179,M
08/01/2008 04:19 PM,SrZYAlfW,77.072789,M
11/21/2008 06:27 PM,bXjzWFCk,82.369802,M
11/22/2008 03:52 AM,bEnvqB7A,86.142472,H
03/25/2008 02:59 AM,PIriq1se,63.625757,H
11/26/2008 09:15 PM,tFFHk9fX,66.407939,M
05/23/2008 10:35 AM,bSFg84J6,53.71623,H
