06/26/2008 08:32 AM,9B3hrgkk,56.07587,H
01/23/2008 12:40 AM,lVcGAtmG,77.671207,M
05/23/2008 04:26 AM,DPKiccQ8,59.962098,H
04/21/2008 07:10 AM,F3VCyw1T,71.211694,M
03/25/2008 09:51 PM,dAoPYJ6m,60.18672,H
03/01/2008 07:13 AM,qggazlI6,59.48748,H
06/10/2008 10:54 PM,jKF6ZFPm,78.222438,H
05/08/2008 04:30 PM,bi05Gj6j,68.609092,M
04/23/2008 10:31 AM,jvDkeDTE,91.268075,M
05/07/2008 07:33 PM,0uCr7RGB,57.157951,H
05/15/2008 04:05 AM,fgHjHgZN,64.304405,M
05/05/2008 08:44 PM,IRJpRN9J,103.007053,H
05/30/2008 08:50 AM,Q4IW2eJv,63.654155,H
05/07/2008 08:44 AM,NkKCX4aJ,79.529287,H
07/13/2008 03:48 AM,yKCs6eb4,91.115516,M
02/29/2008 04:34 PM,EtjArpHW,88.462222,H
12/06/2008 01:45 AM,eWdEPopf,65.763119,M
02/04/2008 12:02 AM,EEApCe5x,67.428912,M
01/01/2008 03:45 PM,Tew6YVR2,69.518946,M
02/03/2008 11:17 AM,LPGdqI1J,62.156458,M
09/05/2008 10:01 PM,YN20Pnzt,78.026651,H
06/06/2008 08:05 AM,x4rZK2fJ,81.496889,M
03/24/2008 08:19 PM,eF6khAQQ,75.877835,M
05/18/2008 05:57 AM,FXeDXBE7,70.072285,H
06/29/2008 07:11 PM,fHOSVL51,74.805607,M
04/24/2008 12:06 AM,e1U213tM,77.934867,H
03/25/2008 06:44 PM,lqCvrMrI,88.72851,H
08/17/2008 01:41 PM,NDHxLS7h,75.245129,M
08/09/2008 09:36 AM,SwNOYKS4,83.254118,M
09/08/2008 01:36 AM,BzoZGRN9,84.929819,H
07/23/2008 02:37 AM,0KpjBO4d,68.418063,H
11/01/2008 10:54 PM,bXf60fIe,84.89265,H
01/06/2008 01:45 PM,76dS7qfG,69.644076,H
05/19/2008 09:30 AM,2ZUxGqjR,78.043097,H
01/29/2008 03:51 PM,By4PYyR2,67.126791,M
06/15/2008 09:30 AM,YCSKfGHq,66.780642,M
12/03/2008 01:21 PM,SrQZEcge,77.445275,H
04/29/2008 04:32 AM,Mdlo6G8h,77.29005,H
08/18/2008 03:46 PM,Y47YFb0m,62.434507,M
05/06/2008 03:12 PM,P2Q05vLR,64.046914,M
07/03/2008 09:22 PM,ngoAKDFK,71.126035,H
09/08/2008 10:18 PM,7DgODgjr,74.567887,H
08/23/2008 03:42 PM,ZJJvnmN1,67.425942,H
04/19/2008 10:46 AM,VbioMOqb,76.200759,M
10/08/2008 02:33 AM,yiiO6ct7,80.207905,M
10/16/2008 12:47 PM,u2cewA7A,79.699498,H
08/12/2008 03:52 AM,Tteo8s7b,66.161199,M
01/31/2008 03:56 PM,7zcdu1C9,81.153129,H
08/31/2008 03:07 PM,fEJIhmjN,72.836005,H
08/31/2008 11:08 PM,3P2Tvutg,70.086923,H
03/14/2008 11:08 AM,xKbBbdyy,75.297555,M
09/08/2008 02:53 AM,1ukpvYJb,90.277959,M
06/22/2008 08:54 PM,qt0VZGuo,76.948658,M
10/06/2008 05:22 PM,i5fNqof3,58.516758,H
03/26/2008 05:49 PM,7zcmXS9F,67.912998,M
04/05/2008 01:18 PM,RFjEbRUj,108.724291,H
10/12/2008 09:10 AM,bjabs6Yp,78.011953,H
08/23/2008 01:57 AM,itleBBhg,85.528471,H
07/05/2008 04:31 AM,KjqcswJS,78.653661,M
10/06/2008 05:16 AM,B8rS7BmL,79.213208,H
06/12/2008 06:56 PM,YGoTiuRk,77.786443,M
07/19/2008 03:10 AM,tWNVq9jO,80.746946,M
12/08/2008 04:39 PM,1XPI6NdG,75.690078,H
09/23/2008 11:59 AM,jFDYLQmY,85.089246,H
04/28/2008 12:06 AM,nGZCZ3Xz,60.309727,M
07/07/2008 06:46 PM,PkCgSePS,82.986442,M
04/14/2008 07:25 AM,TaLZmyUS,73.723981,M
11/07/2008 02:39 AM,5RhonW0g,93.025068,M
08/28/2008 12:10 AM,VmQkasCn,78.944256,M
03/03/2008 09:10 PM,PIqa4UCl,75.464947,H
12/06/2008 08:23 AM,ySRhfra1,77.948158,H
09/17/2008 10:30 AM,luuo7U5U,86.238627,M
02/13/2008 01:29 AM,vk5tFDVN,81.404456,H
05/07/2008 06:55 PM,YbWMzkqJ,62.152911,H
05/19/2008 05:57 PM,4EjUm5HC,76.299542,H
08/07/2008 02:27 AM,wqpqhNo2,71.901484,H
07/22/2008 12:24 AM,r9kFTHN8,72.615173,M
10/05/2008 02:17 PM,gcI83LBV,78.653049,H
05/04/2008 05:17 PM,EnSClaTo,71.502483,M
05/11/2008 12:32 AM,19na4aHj,54.778337,M
09/18/2008 10:26 PM,9CdwVKaG,75.793897,M
06/26/2008 10:32 PM,jg0KIH3A,79.108351,M
09/04/2008 07:47 PM,gi8ZZqvz,72.357701,H
02/18/2008 07:02 PM,PZKX2cfe,69.535901,H
08/17/2008 09:58 AM,DvrIzMCU,88.010734,M
07/03/2008 08:04 AM,AsUfXmwv,72.168635,H
07/14/2008 06:40 PM,OTALgluT,69.228724,M
04/25/2008 02:45 PM,1ncVclhp,100.831553,M
06/12/2008 01:14 AM,rbvlFimO,64.138672,M
10/31/2008 09:04 AM,UTzyAQZO,95.22881,M
01/04/2008 10:04 AM,jz9gvxaF,77.097439,M
01/26/2008 02:34 PM,uFUUIyyB,41.786825,M
04/26/2008 08:04 PM,pIkS3Dg0,60.324428,M
04/29/2008 03:55 AM,PpcBsMXy,67.619889,M
07/16/2008 08:55 AM,krVQ8Y9U,71.201134,M
01/27/2008 11:08 PM,WhJWWIhJ,84.073723,M
04/24/2008 02:21 PM,Bz0gqGWh,72.818158,M
10/12/2008 08:24 PM,xYWK9rMh,79.124511,H
06/17/2008 12:19 PM,Zc8EqweK,70.086197,M
04/23/2008 07:30 PM,hK1oIpXP,61.245584,M
12/19/2008 08:03 AM,7KZZqqAQ,71.101008,M
04/11/2008 10:56 AM,CjSPYqi7,90.53751,H
12/25/2008 04:36 PM,S4WiwmUP,76.236855,H
11/23/2008 05:25 PM,4nMMGrAZ,57.136,M
08/06/2008 06:39 AM,Yd0EnHKU,54.99622,H
09/18/2008 12:18 PM,sY8aXJoa,81.400085,M
11/20/2008 03:25 AM,nRMuOcXf,73.705324,M
05/10/2008 09:05 PM,xkYFEZ7G,58.699115,M
03/10/2008 12:33 PM,PiAsvaYR,79.484024,H
07/22/2008 11:10 PM,F14Fex0n,81.40801,H
11/24/2008 01:56 PM,jI1eJoVQ,66.214729,H
10/07/2008 06:07 PM,yNtE61zF,69.759584,M
03/23/2008 12:38 AM,Kkj0nI6f,76.927446,H
09/10/2008 10:31 PM,jdEGYM8x,72.869777,M
10/26/2008 06:00 PM,3tRNvSJA,78.031723,H
09/10/2008 09:50 PM,w3YrkrH5,78.057597,H
01/01/2008 10:08 PM,lVLByJQL,69.277832,H
07/13/2008 06:35 AM,9v5pCMDu,60.357239,H
03/25/2008 09:50 AM,hNXRcWJH,74.662667,H
10/02/2008 10:43 AM,ytfJ1ICp,67.125364,M
10/24/2008 03:02 AM,TOIzQbHN,61.381037,H
06/04/2008 05:51 PM,G16V5nz5,83.214849,M
04/02/2008 02:36 AM,cQDRzUfK,70.435831,M
04/10/2008 09:54 PM,9JJua0WX,51.179539,M
09/23/2008 01:35 AM,exrBLZOb,69.962814,M
05/31/2008 04:35 PM,jEzfY8mI,76.092302,M
